0,1,2,3
-0.03640965347500069,-0.514663065276829,-0.5524865578410446,-0.44721359549995765
-0.5317321790842788,-0.5473935083564153,-0.5528403539652034,2.23606797749979
0.4091723731374793,1.3394740346077365,0.9456885562578692,-0.44721359549995765
0.1480610311192803,1.138119359750794,1.572050630160928,-0.44721359549995765
0.06383669979219336,0.43126885165036677,2.1879701132739857,-0.44721359549995765
0.3742301666161518,-0.5116115751875574,-0.5528251159436195,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
-0.5187972633312322,-0.47449915537370735,-0.5528403539652034,2.23606797749979
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
-0.5317317525489644,-0.547391512895817,-0.5528853053674764,-0.44721359549995765
-0.5317321790842788,-0.6009485432008538,-0.5528403539652034,2.23606797749979
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
-0.07759417842573445,1.2430355315117558,1.0476740723906193,-0.44721359549995765
0.1963280499307182,1.070959077475993,1.5396069435972917,-0.44721359549995765
0.4722134166740693,-0.511653778244946,-0.5528767762306823,-0.44721359549995765
-0.5317308114368315,-0.5473935083564153,-0.5528856292499355,-0.44721359549995765
-0.094098035143394,-0.5727146678688992,-0.5525506780013378,-0.44721359549995765
0.29947685896891857,-0.5102207999160141,-0.5465128626041684,-0.44721359549995765
0.9952958386026788,-0.5398203266516991,-0.5506891314727757,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
0.3701755079220136,0.525226480958435,2.209294717705751,-0.44721359549995765
0.10275717376587619,1.5230355315618258,-0.043409136431155404,-0.44721359549995765
0.48726970783579715,-0.511336941672373,-0.5522279799383613,-0.44721359549995765
0.0341448970681948,0.5441371326706732,2.208665893289898,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
-0.09734775754910381,0.48864797314789993,2.2057637966464334,-0.44721359549995765
-0.015288930167561398,0.07800746360666416,1.7486715264691897,-0.44721359549995765
0.5814900542984066,-0.5110721526483641,-0.5503797708674428,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
0.2881100832545686,-0.5115686552668272,-0.5528560815070378,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
0.5279031664204134,-0.511626045438189,-0.5528486974777739,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
0.13996952970410484,-0.5155581448115543,-0.5523702797627111,-0.44721359549995765
0.42643692845739084,-0.5357357416556678,-0.5507824155087823,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
-0.49292743182513904,1.652825839835934,-0.5528403539652034,2.23606797749979
-0.39591556367728975,-0.28610985350930607,-0.5527950786772385,2.23606797749979
-0.5317321790842788,-0.6009485432008538,-0.5528403539652034,2.23606797749979
0.09249205533780047,-0.47180758439671494,-0.22632085938482407,-0.44721359549995765
-0.5317321790842788,-0.5741710257786345,-0.5528856292531681,-0.44721359549995765
0.2608449333968881,1.395884874551105,0.497813729285051,-0.44721359549995765
-0.45577862176806205,0.2542200258259246,2.038663762738452,-0.44721359549995765
-0.06861658768070476,-0.5741709975405628,-0.5528856253793479,-0.44721359549995765
-0.5317321790842788,-0.5473935083564153,-0.5528403539652034,2.23606797749979
0.11168640525517586,0.05773677956875184,1.78268904904406,-0.44721359549995765
0.007820399245957704,-0.5741710257786343,-0.5528856292531681,-0.44721359549995765
